id_berita,entitas,label
12,plastik,PRD
12,audensi,PER
12,audensi,PER
12,pemerintah,NOR
12,btn kodam iii makassar,LOC
13,ramadan,REG
13,makassar,GPE
13,sulawesi selatan,GPE
13,sulsel,GPE
13,878,CRD
13,kecamatan manggala,GPE
13,biringkanaya,GPE
13,makassar,GPE
13,el,PER
13,24 / 2 / 2026 ),DAT
13,kota daeng,GPE
13,dua hari,QTY
13,senin ( 23 / 2 ),DAT
13,selasa ( 24 / 2 ),DAT
13,aud,PER
13,detiksulsel,ORG
13,rabu ( 25 / 2 ),DAT
13,bt,NOR
13,##n kodam iii,ORG
13,jalan paccerakkang,LOC
13,kecamatan biringkanaya,GPE
13,selasa ( 24 / 2 ),DAT
13,ar,PER
13,sd paccerakkang makassar,LOC
13,3,CRD
13,aud,PER
13,audensi,PER
13,masjid nurul ikhlas,LOC
13,masjid btn kodam iii,LOC
13,masjid nurul ikhlas,LOC
13,rt,PER
13,masjid,LOC
13,salat,REG
13,puasa,REG
13,2,CRD
13,2026,DAT
13,btn kodam iii,LOC
13,2009,DAT
13,bt,NOR
13,##n kodam,ORG
13,2009,DAT
13,2009,DAT
13,empat,CRD
13,2024,DAT
13,audensi,PER
13,2026,DAT
13,dua,CRD
13,januari,DAT
13,februari,DAT
13,januari,DAT
13,februari,DAT
13,aud,PER
14,jalan nipa - nipa,LOC
14,manggala,GPE
14,kota makassar,GPE
14,sulawesi selatan,GPE
14,sulsel,GPE
14,jalan penghubung makassar -,LOC
14,moncongloe,GPE
14,kabupaten maros,GPE
14,detiksul,LOC
14,##sel,ORG
14,kamis ( 26 / 2 / 2026 ),DAT
14,12. 15 wita,TIM
14,sepeda motor,PRD
14,empat,CRD
14,asnur,PER
14,43,CRD
14,2 hari,QTY
14,2 hari,QTY
14,asnur,PER
14,perumnas antang,LOC
14,blok 10,LOC
14,perumnas antang,LOC
14,blok 10,LOC
14,baruga,LOC
14,300 met,QTY
14,er,PER
14,perumnas antang blok 8 - 10,LOC
14,rabu ( 26 / 2 ),DAT
14,bukit baruga,LOC
15,gubernur sulawesi selatan,NOR
15,sul,GPE
15,##sel,NOR
15,andi sudirman sulaiman,PER
15,dinas sosial ( dinsos ) sulsel,NOR
15,makassar,GPE
15,tim taruna siaga bencana ( tagana ),ORG
15,sulsel,NOR
15,dinas sosial provinsi,NOR
15,kota makassar,NOR
15,tim,NOR
15,tagana provinsi,ORG
15,kota makassar,GPE
15,andi sudirman,PER
15,rabu ( 25 / 2 / 2026 ),DAT
15,tag,GPE
15,##ana,NOR
15,provinsi sulsel,GPE
15,blok 10 antang,LOC
15,dinas sosial,ORG
15,tagana sulsel,GPE
15,kota makassar,GPE
15,24 februari 2026,DAT
15,dinas sosial kota makassar,NOR
15,pemerintah daerah,NOR
15,andi sudirman,PER
15,bp,NOR
15,##bd,ORG
15,makassar,GPE
15,rabu ( 25 / 2 ),DAT
15,21. 30 wita,TIM
15,878,CRD
15,manggala,GPE
15,biringkanaya,GPE
15,15,CRD
15,gedung,FAC
15,masjid,FAC
15,kosan,LOC
15,posyandu,FAC
15,kantor,LOC
15,biringkanaya,GPE
15,493,CRD
15,lurahan paccerakkang,NOR
15,kat,GPE
15,##imbang,NOR
15,manggala,GPE
15,385,CRD
15,kelurahan manggala,GPE
15,batua,GPE
15,15,CRD
15,239,CRD
15,878,CRD
15,kepala pelaksana bpbd makassar,NOR
15,fadli tahar,PER
15,dua,CRD
15,80 centimeter,QTY
15,80 centimeter,QTY
15,fadli,PER
15,dinas pendidikan ( disdik ) makassar,NOR
15,surat edaran bernomor : 400. 3. 5 / 33 / disdik / ii / 2026,LAW
15,kepala disdik makassar,NOR
15,achi soleman,PER
15,rabu ( 25 / 2 ),DAT
15,25 - 28 februari 2026,DAT
18,badan penanggulangan bencana daerah ( bpbd ) makassar,NOR
18,459,CRD
18,kecamatan biringkanaya,GPE
18,kelurahan katimbang,GPE
18,kelurahan paccerakkang,GPE
18,bpbd,NOR
18,makassar,ORG
18,20. 00 wita,TIM
18,senin ( 12 / 1 / 2026 ),DAT
18,121,CRD
18,kk,QTY
18,kelurahan katimbang,GPE
18,kantor lurah katimbang,LOC
18,53,CRD
18,16 kk,QTY
18,sd paccerakkang,LOC
18,214,CRD
18,57 kk,QTY
18,masjid nurul ikhlas,LOC
18,18,CRD
18,4 kk,QTY
18,masjid lailatulqadar 39 jiw,LOC
18,10 kk,QTY
18,masjid ar ra ' mun,LOC
18,17,CRD
18,5 kk,QTY
18,kelurahan paccerakkang,GPE
18,masjid salsabil,LOC
18,9,CRD
18,5 kk,QTY
18,umm,PER
18,59,CRD
18,13 kk,QTY
18,kantor lurah paccerakkang,LOC
18,50,CRD
18,12 kk,QTY
18,##tisement bpbd makassar,ORG
18,rut,ORG
18,januari 2026,DAT
18,40,CRD
18,kepala pelaksana bpbd makassar,NOR
18,m fadli tahar,PER
18,4,CRD
18,baby,LOC
18,3,CRD
18,6,CRD
18,fadli,PER
18,kelurahan katimbang,GPE
18,senin ( 12 / 1 ),DAT
18,kantor kelurahan katimbang,LOC
18,61,CRD
18,tiga,QTY
18,senin ),DAT
18,plt sekretaris lurah katimbang,NOR
18,sudarmi jumadi,PER
18,senin ( 12 / 1 ),DAT
25,jalan suryanata,LOC
25,maulana,PER
25,seputarfakta. com,ORG
25,samarinda,GPE
25,kota samarinda,GPE
25,jumat,DAT
25,19 september 2025,DAT
25,jalan p. suryanata,LOC
25,30 cm,QTY
25,hamid,PER
25,jalan p. suryanata,LOC
25,tim seputarfakta. com,ORG
25,hamid,PER
25,hamid,PER
25,hamid,PER
25,jalan p. suryanata,LOC
25,jalan p. suryanata,LOC
25,samarinda,GPE
25,jalan gerilya,LOC
25,jalan daman huri,LOC
25,jalan rapak indah,LOC
25,jalan ir. katamso,LOC
25,jalan pramuka,LOC
25,jalan aw sjahranie,LOC
25,dua,CRD
25,jalan dr. wahidin sudiro husodo gang 10,LOC
25,jembatan mahakam baru,LOC
25,samarinda seberang,GPE
25,hamid,PER
25,pemerintah,NOR
25,pemerintah,NOR
25,sf,PER
25,rs,PER
26,banjarmasin,GPE
26,klikkalsel. com,ORG
26,kalimantan selatan,GPE
26,kalsel,GPE
26,armasin,PER
26,kepala pelaksana badan penanggulangan bencana daerah ( bpbd ) banjarmasin,NOR
26,husni thamrin,PER
26,banjir rob,EVT
26,desember 2025,DAT
26,"2, 7 meter",QTY
26,( mdpl,QTY
26,"3, 0 mdpl",QTY
26,9 desember,DAT
26,01. 00 – 02. 00 wita,TIM
26,22. 00 – 24. 00 wita,TIM
26,husni,PER
26,selasa ( 9 / 12 / 2025 ),DAT
26,walikota banjarmasin,NOR
26,surat ed,LAW
26,: 100. 3. 4. 3 / 332. 1 - sekr / bpbd / xi / 2025,LAW
26,banjir rob,EVT
26,pemko banjarmasin,NOR
26,banjarmasin,GPE
26,kalsel,GPE
26,219,CRD
26,ebu,PER
26,husni,PER
26,bpbd,NOR
26,gingatkan,PER
26,tas siaga bencana,PRD
26,husni,PER
26,tas siaga bencana,PRD
26,uang,PRD
26,air mineral,PRD
26,2 – 3 hari,QTY
26,pel,PRD
26,rat,PER
26,bp,NOR
26,##bd banjarmasin,ORG
26,tterus,ORG
26,##eorologi,EVT
26,husni,PER
26,pemerintah,NOR
26,a.,PER
26,airlangga,PER
26,akhmad,PER
29,jalan paccerakkang,LOC
29,kecamatan biringkanaya,GPE
29,kota makassar,GPE
29,sulawesi selatan,GPE
29,sulsel,GPE
29,detik,LOC
29,##sulsel,ORG
29,rabu ( 25 / 2 / 2026 ),DAT
29,13. 00 wita,TIM
29,btn kodam iii,LOC
29,kelurahan katimbang,GPE
29,20 meter,QTY
29,mobil,PRD
29,motor,PRD
29,motor,PRD
29,jalan paccerakkang makassar,LOC
29,ruko,LOC
29,nurul hidayah,PER
29,detiksulsel,ORG
29,motor,PRD
29,545,CRD
29,makassar,GPE
29,enam,CRD
29,kecamatan manggala,GPE
29,biringkanaya,GPE
29,6,CRD
29,169 kk,QTY
29,545,CRD
29,kepala bpbd makassar,NOR
29,fadli tahar,PER
29,a,PER
29,rabu ( 25 / 2 ),DAT
29,wali kota makassar,NOR
29,munafri ' appi ' arifuddin,PER
29,kecamatan manggala,GPE
29,selasa ( 24 / 2 ),DAT
29,22. 30 wita,TIM
29,appi,PER
29,masjid jabal nur blok 10,LOC
29,i rt,LOC
29,2,ORG
29,appi,PER
31,buleleng,ORG
31,kompas. com,ORG
31,provinsi bali,GPE
31,selasa ( 9 / 9 / 2025 ),DAT
31,rabu ( 10 / 9 / 2025 ),DAT
31,kota den,GPE
31,sungai tukad badung,LOC
31,naskah lontar,ORG
31,sugi lanus,PER
31,lontar,PRD
31,bali,GPE
31,pemerintah pusat,NOR
31,rp 5 miliar,MON
31,sugi lanus,PER
31,bali,GPE
31,teb,LOC
31,sugi,PER
31,lontar,PRD
31,bali,GPE
31,banjir bali,EVT
31,kepala,NOR
31,bn,ORG
31,##pb,NOR
31,474,CRD
31,lontar,PRD
31,sugi lanus,PER
31,pagerwesi,EVT
31,r,PER
31,bali,GPE
38,kabupaten sumbawa barat,GPE
38,nusa tenggara barat,GPE
38,ntb,GPE
38,susy syafitri,PER
38,kampung,GPE
38,bugis,LOC
38,kecamatan taliwang,GPE
38,sumbawa barat,GPE
38,senin ( 13 / 2 / 2023 ),DAT
38,senin,DAT
38,syafitri,PER
38,detikbali,ORG
38,rabu ( 15 / 2 / 2023 ),DAT
38,syafitri,PER
38,dua hari,QTY
38,syafitri,PER
38,pemerintah,NOR
38,detik,PER
38,##bali,ORG
38,badan penanggulangan bencana daerah ( bpbd ) kabupaten sumbawa barat,NOR
38,banjir,EVT
38,senin ( 15 / 2 / 2023 ),DAT
38,bpbd sumbawa barat,NOR
38,dua,CRD
38,kabupat,GPE
38,en sumbawa barat,GPE
38,nusa tenggara barat,GPE
38,ntb,GPE
38,senin ( 13 / 2 / 2023 ),DAT
38,kecamatan brang rea,GPE
38,2. 000,CRD
38,8. 000,CRD
38,kecamatan taliwang,GPE
38,5. 500,CRD
38,22. 000,CRD
39,kabupaten lombok barat,GPE
39,nusa tenggara barat,GPE
39,ntb,GPE
39,empat,CRD
39,kecamatan sekotong,GPE
39,lombok barat,GPE
39,selasa,DAT
39,5 / 12 / 2023 ),DAT
39,kapolsek sekotong,NOR
39,iptu i ketut suriarta,PER
39,keempat,CRD
39,sek,NOR
39,##otong,LOC
39,taman baru,LOC
39,persiapan,LOC
39,empol,LOC
39,06. 00 wita,TIM
39,suriarta,PER
39,selasa,DAT
39,kepala desa sekotong tengah,NOR
39,burhanudin,PER
39,10,CRD
39,50 sentimeter ( cm ),QTY
39,al,PER
39,1. 757,CRD
39,4. 203,CRD
39,burhanudin,PER
39,##tis,ORG
39,burhanudin,PER
39,09. 00 wita,TIM
39,kepala bidang keda,ORG
39,logistik bpbd lombok barat,NOR
39,hartono ahmad,PER
39,ahmad,PER
40,sungai ( das ) padolo,LOC
40,kota bima,GPE
40,nusa tenggara barat,GPE
40,ntb,GPE
40,jumat ( 9 / 2 / 2024 ),DAT
40,kota bima,GPE
40,detikbali,ORG
40,19. 30 wita,TIM
40,ba,PER
40,jalan soekarno - hatta,LOC
40,kelurahan pane,GPE
40,kelurahan paruga,GPE
40,kecamatan rasanae barat,GPE
40,dua,CRD
40,satu meter,QTY
40,badan penanggulangan bencana daerah (,NOR
40,bpbd ) kota bima,NOR
40,jalan soekarno - hatta,LOC
40,jalan gajah mada,LOC
40,kelurahan dodu,GPE
40,kumbe,GPE
40,camatan rasanae timur,NOR
40,kelurahan manggemaci,GPE
40,pane,GPE
40,paruga,GPE
40,dara,GPE
40,sarae,GPE
40,kepala bpbd kota bima,NOR
40,gufran,PER
40,jumat,DAT
40,advertisement gufran,ORG
40,kota bima,GPE
40,kecamatan wawo,GPE
40,kabupaten bima,GPE
40,kota bima,GPE
40,guf,PER
40,ran,PER
40,kota bima,GPE
40,kelurahan manggemaci,GPE
40,pane,GPE
40,dara,GPE
40,tanjung,GPE
40,paruga,GPE
40,20. 00 wita,TIM
40,gu,PER
40,##fr,PER
40,gufran,PER
40,kota bima,GPE
40,kabupaten bima,GPE
40,data,ORG
40,bp,NOR
40,##bd,ORG
40,kecamatan wawo,GPE
40,sape,GPE
40,wera,GPE
40,tiga,CRD
40,kabupaten bima,GPE
40,kepala bpbd kabupaten bima,NOR
40,isyrah. isyrah,PER
40,tiga,CRD
40,jumat,DAT
40,sumbawa,GPE
40,kabupaten sumbawa,GPE
40,ntb,GPE
40,enam,CRD
40,kecamatan sumbawa,GPE
40,kepala pelaksana badan penanggulang,NOR
40,an bencana,NOR
40,daerah (,ORG
40,bpbd ) sumbawa,NOR
40,muhammad nurhidayat,PER
40,12,CRD
40,empat,CRD
40,satu,CRD
40,kelurahan bugis,GPE
40,tiga,CRD
40,kelurahan brang bara,GPE
40,nurhidayat,PER
40,belasan,CRD
40,kelurahan brang bara,GPE
40,brang bara,LOC
40,12,CRD
40,satu,CRD
40,mobil,PRD
41,kota,GPE
41,mataram,GPE
41,nusa tenggara barat,GPE
41,ntb,GPE
41,pertama,FAC
41,tiga,CRD
41,sd 3 ampenan,FAC
41,sd 26 amp,FAC
41,##enan,LOC
41,smp 19 mataram,FAC
41,kepala dinas pendidikan kota mataram,NOR
41,yusuf,PER
41,kantor wali kota mataram,LOC
41,selasa ( 10 / 11 / 2024 ),DAT
41,yusuf,PER
41,mataram,GPE
41,senin ( 9 / 12 / 2024 ),DAT
41,sd,LOC
41,3,ORG
41,amp,LOC
41,yusuf,PER
41,ketua persatuan guru republik indon,NOR
41,esia (,NOR
41,pgri ) ntb,NOR
41,"badan meteorologi, klimatologi",ORG
41,geofisika,ORG
41,bmkg,ORG
41,stasiun meteorologi zainuddin,ORG
41,abdul madjid,PER
41,kota mataram,GPE
41,tiga hari,QTY
41,10 - 12 desember 2024 ),DAT
41,n,PER
41,bmkg,ORG
41,kota mataram,GPE
41,ampenan,GPE
41,mataram,GPE
41,cakranegara,GPE
41,sekarbela,GPE
41,selaparang,GPE
41,sandubaya,GPE
41,mba,PER
42,bnpb,NOR
42,ntb,GPE
42,dua hari,QTY
42,jakarta,GPE
42,provinsi nusa tenggara barat,GPE
42,ntb,GPE
42,dua hari,QTY
42,badan nasional penanggulangan,NOR
42,bencana,ORG
42,bnpb,NOR
42,senin,DAT
42,k,DAT
42,ep,NOR
42,"##ala pusat data, informasi dan komunikasi kebenc",ORG
42,##anaan bnpb,NOR
42,abdul muhari,PER
42,jakarta,GPE
42,senin,DAT
42,desa sekotong batang,GPE
42,desa batu putih,GPE
42,kecamatan sekotong,GPE
42,kabupaten lombok barat,GPE
42,minggu ( 22 / 2 ),DAT
42,bpbd,NOR
42,kabupaten lombok barat,GPE
42,14. 00 wita,TIM
42,182,CRD
42,708,CRD
42,abdul,PER
42,bmkg,ORG
42,ntb,GPE
42,tiga hari,QTY
42,monsun asia,EVT
42,sabtu ( 21 / 2 ),DAT
42,tujuh,CRD
42,tiga,CRD
42,kabupaten bima,GPE
42,241 kk,QTY
42,845,QTY
42,satu,CRD
42,bpbd kabupaten bima,NOR
42,satu,CRD
42,dua,CRD
42,satu,CRD
42,minggu ( 22 / 2 ),DAT
42,desa labuhan kenangan,GPE
42,kecamatan tambora,GPE
42,10 - 70 centimeter,QTY
42,desa kawinda na ’ e,GPE
42,desa rasabou,GPE
42,oi panihi,GPE
42,bnpb,NOR
42,bnpb,NOR
42,banten,GPE
42,ntb,GPE
42,jakarta,GPE
42,m. riezko bima elko prasetyo,PER
42,risbiani fardaniah,PER
42,copyright,ORG
42,202,CRD
42,##6,CRD
42,kantor berita antara,ORG
43,liputan6. com,PRD
43,lombok barat,GPE
43,tiga,CRD
43,kabupaten lombok barat ntb,GPE
43,kecamatan labuapi,GPE
43,kediri,GPE
43,gerung,GPE
43,penjabat bupati lombok barat,NOR
43,lh,PER
43,kantor camat labuapi,LOC
43,lombok barat,GPE
43,selasa ( 11 / 2 / 2025 ),DAT
43,ilham,PER
43,340,CRD
43,lombok barat,GPE
43,ba,PER
43,250,CRD
43,kuranji,PER
43,40,CRD
43,karang bongkot,PER
43,50,CRD
43,ilham,PER
43,pemerintah daerah,NOR
43,kantor camat,LOC
43,labuapi,LOC
43,lima hari,QTY
43,la,LOC
43,nina,PER
43,kantor camat labuapi,LOC
43,lima hari,QTY
43,lima hari,QTY
43,ilham,PER
43,"badan meteorologi, klimatologi, dan geofisika",ORG
43,bmkg,ORG
43,50 milimeter,QTY
43,nusa tenggara barat,GPE
43,40,CRD
43,90 persen persen,PRC
43,11 - 20 februari 2025,DAT
43,nusa tenggara barat,GPE
